student_id,first_name,last_name,email,birth_date,enrolled_at,country
STU-0000174,Luis,Flores,luis.flores1178@mail.test,1997-02-12,2020-09-28,CL
STU-0000175,Diego,Martinez,diego.martinez3762@lake.local,1997-08-27,2019-11-16,ES
STU-0000176,Pedro,Riquelme,pedro.riquelme1025@demo.io,1996-02-10,2023-12-11,ES
STU-0000177,Matias,Vega,matias.vega2575@example.com,2005-09-10,2019-09-29,BR
STU-0000178,Daniel,Cortes,daniel.cortes7809@mail.test,1998-08-14,2025-03-30,BR
STU-0000179,Daniel,Cordero,daniel.cordero227@lake.local,1998-06-22,2022-06-02,CL
STU-0000180,Sebastian,Lopez,sebastian.lopez9679@mail.test,1999-04-04,2019-06-10,CL
STU-0000181,Felipe,Gonzalez,felipe.gonzalez3963@mail.test,2000-03-25,2023-09-02,CL
STU-0000182,Matias,Hernandez,matias.hernandez9857@demo.io,2003-05-03,2025-03-25,CL
STU-0000183,Paula,Martinez,paula.martinez4844@example.com,1999-05-28,2018-07-08,MX
STU-0000184,Jose,Aravena,jose.aravena3477@example.com,2005-02-18,2025-05-04,AR
STU-0000185,Diego,Henriquez,diego.henriquez8641@synthetic.dev,2000-07-02,2025-09-11,CL
STU-0000186,Pablo,Pizarro,pablo.pizarro3454@mail.test,1996-04-01,2019-06-29,AR
STU-0000187,Valentina,Toro,valentina.toro3999@mail.test,2003-09-25,2025-05-05,AR
STU-0000188,Martina,Gutierrez,martina.gutierrez1184@demo.io,2005-07-12,2018-09-26,BR
STU-0000189,Daniela,Carrasco,daniela.carrasco8867@lake.local,2004-03-11,2023-03-27,CL
STU-0000190,Luis,Carvajal,luis.carvajal1054@mail.test,1996-10-19,2018-03-17,CO
STU-0000191,Sebastian,Gutierrez,sebastian.gutierrez8133@synthetic.dev,2002-10-19,2021-05-17,CL
STU-0000192,Macarena,Sepulveda,macarena.sepulveda9642@mail.test,2007-02-20,2025-09-04,CO
STU-0000193,Pablo,Fuentes,pablo.fuentes1942@example.com,1995-02-02,2019-04-15,ES
STU-0000194,Daniela,Castro,daniela.castro2126@example.com,2004-10-29,2022-03-26,MX
STU-0000195,Trinidad,Saavedra,trinidad.saavedra3354@mail.test,1999-04-06,2024-12-19,US
STU-0000196,Daniel,Sepulveda,daniel.sepulveda2768@example.com,1999-03-20,2018-11-28,PE
STU-0000197,Carlos,Rojas,carlos.rojas1125@synthetic.dev,1995-11-06,2020-09-19,PE
STU-0000198,Cristobal,Castro,cristobal.castro1393@demo.io,2000-03-08,2018-04-28,AR
STU-0000199,Magdalena,Toro,magdalena.toro7833@synthetic.dev,2003-05-12,2024-01-16,BR
STU-0000200,Magdalena,Carrasco,magdalena.carrasco3711@demo.io,2002-02-19,2022-09-16,CL
STU-0000201,Emilia,Fuentes,emilia.fuentes5938@demo.io,1995-01-23,2020-09-01,AR
STU-0000202,Manuel,Lopez,manuel.lopez3239@demo.io,2005-07-21,2018-12-18,CL
STU-0000203,Cristobal,Gutierrez,cristobal.gutierrez724@lake.local,1998-07-27,2024-12-23,AR
STU-0000204,Pedro,Perez,pedro.perez7499@example.com,2004-06-26,2020-11-11,MX
STU-0000205,Carmen,Vega,carmen.vega915@example.com,1999-04-28,2024-08-07,CL
STU-0000206,Andres,Ortiz,andres.ortiz7499@synthetic.dev,2003-05-12,2023-09-19,CL
STU-0000207,Daniel,Saavedra,daniel.saavedra6909@lake.local,2006-01-27,2022-11-03,MX
STU-0000208,Matias,Silva,matias.silva6514@demo.io,2000-02-06,2023-09-11,MX
STU-0000209,Maximiliano,Araya,maximiliano.araya6548@mail.test,1999-10-30,2021-09-01,CL
STU-0000210,Renata,Pino,renata.pino998@example.com,2007-04-18,2022-08-08,BR
STU-0000211,Emilia,Castillo,emilia.castillo2640@example.com,2003-01-02,2021-08-20,CL
STU-0000212,Agustina,Cordero,agustina.cordero2608@mail.test,2004-09-27,2023-09-29,CL
STU-0000213,Alejandro,Flores,alejandro.flores3017@synthetic.dev,2000-12-20,2023-12-29,MX
STU-0000214,Renata,Gutierrez,renata.gutierrez3102@demo.io,1997-06-27,2019-03-02,PE
STU-0000215,Josefa,Cortes,josefa.cortes7435@demo.io,1997-12-14,2019-03-25,CL
STU-0000216,Maria,Tapia,maria.tapia6443@example.com,2005-06-06,2025-04-10,PE
STU-0000217,Matias,Vera,matias.vera8907@synthetic.dev,2005-05-06,2018-07-24,CL
STU-0000218,Sofia,Vera,sofia.vera2723@mail.test,2004-04-20,2020-01-03,CL
STU-0000219,Eduardo,Alvarez,eduardo.alvarez4915@demo.io,2000-10-08,2022-11-01,CL
STU-0000220,Renata,Rivera,renata.rivera6751@example.com,1997-06-29,2023-03-20,CO
STU-0000221,Tomas,Torres,tomas.torres3633@example.com,2006-09-03,2020-05-18,CL
STU-0000222,Florencia,Silva,florencia.silva5609@synthetic.dev,1998-02-16,2021-10-23,US
STU-0000223,Fernanda,Sepulveda,fernanda.sepulveda8317@synthetic.dev,1995-11-09,2022-05-25,CL
STU-0000224,Andres,Vasquez,andres.vasquez9113@lake.local,1997-01-30,2023-11-13,CL
STU-0000225,Maximiliano,Gutierrez,maximiliano.gutierrez1863@synthetic.dev,1997-03-08,2019-06-20,MX
STU-0000226,Vicente,Soto,vicente.soto654@synthetic.dev,1995-07-02,2021-10-13,PE
STU-0000227,Camila,Sandoval,camila.sandoval1830@synthetic.dev,2004-01-05,2020-06-30,PE
STU-0000228,Josefa,Diaz,josefa.diaz7410@mail.test,2004-02-23,2022-05-16,CL
STU-0000229,Nicolas,Alvarez,nicolas.alvarez7054@mail.test,2004-08-07,2020-10-24,AR
STU-0000230,Javier,Valenzuela,javier.valenzuela8272@example.com,1995-08-03,2019-05-23,MX
STU-0000231,Vicente,Riquelme,vicente.riquelme1005@example.com,1999-12-12,2022-08-23,CO
STU-0000232,Tomas,Espinoza,tomas.espinoza9414@lake.local,2005-10-28,2021-05-31,BR
STU-0000233,Pablo,Alvarez,pablo.alvarez5046@demo.io,2001-01-03,2021-06-20,CL
STU-0000234,Fernanda,Vasquez,fernanda.vasquez3068@lake.local,2001-07-04,2020-01-05,US
STU-0000235,Pedro,Gomez,pedro.gomez9329@example.com,2004-02-03,2023-07-21,PE
STU-0000236,Daniela,Ortiz,daniela.ortiz7516@example.com,2001-02-19,2019-05-02,ES
STU-0000237,Daniel,Aravena,daniel.aravena7241@lake.local,1996-05-08,2024-01-27,CL
STU-0000238,Maria,Pereira,maria.pereira2237@lake.local,2001-08-11,2019-04-05,CO
STU-0000239,Daniela,Hernandez,daniela.hernandez2823@mail.test,2000-05-07,2018-07-21,CL
STU-0000240,Juan,Perez,juan.perez3693@mail.test,2004-05-16,2021-08-06,CL
STU-0000241,Sofia,Tapia,sofia.tapia5904@example.com,1996-05-20,2021-02-21,CL
STU-0000242,Paula,Romero,paula.romero5623@example.com,1995-08-09,2023-02-04,US
STU-0000243,Magdalena,Vega,magdalena.vega9235@lake.local,2004-10-05,2018-04-12,CL
STU-0000244,Macarena,Bravo,macarena.bravo2070@synthetic.dev,1995-10-02,2021-01-06,CL
STU-0000245,Sofia,Fuentes,sofia.fuentes1451@demo.io,1996-12-26,2022-05-21,CL
STU-0000246,Antonia,Tapia,antonia.tapia290@lake.local,1995-03-31,2019-06-18,CL
STU-0000247,Alejandro,Tapia,alejandro.tapia2650@lake.local,1997-07-12,2020-08-19,MX
STU-0000248,Maria,Aravena,maria.aravena1794@lake.local,2000-05-09,2024-05-16,MX
STU-0000249,Trinidad,Toro,trinidad.toro7334@example.com,2003-04-10,2024-07-16,CL
STU-0000250,Amanda,Bravo,amanda.bravo7438@synthetic.dev,1997-10-04,2022-10-11,ES
STU-0000251,Antonia,Tapia,antonia.tapia3720@mail.test,1997-09-26,2021-12-20,PE
STU-0000252,Andres,Tapia,andres.tapia8656@example.com,2005-12-12,2018-03-14,CL
STU-0000253,Ana,Torres,ana.torres2944@lake.local,2000-07-11,2020-10-03,BR
STU-0000254,Paula,Flores,paula.flores7845@example.com,2001-04-25,2025-02-27,CL
STU-0000255,Carmen,Gutierrez,carmen.gutierrez7225@example.com,2004-06-03,2022-02-12,CL
STU-0000256,Ignacio,Morales,ignacio.morales6014@demo.io,2001-08-07,2020-06-10,AR
STU-0000257,Antonia,Perez,antonia.perez7411@lake.local,1998-12-25,2022-10-18,CL
STU-0000258,Daniel,Rivera,daniel.rivera2419@synthetic.dev,2001-01-25,2019-05-06,PE
STU-0000259,Ignacio,Castro,ignacio.castro582@demo.io,2006-12-16,2020-01-19,CL
STU-0000260,Vicente,Aravena,vicente.aravena4917@synthetic.dev,2004-02-28,2024-09-20,US
STU-0000261,Maria,Carrasco,maria.carrasco1578@synthetic.dev,2005-10-10,2020-05-14,AR
STU-0000262,Matias,Morales,matias.morales2847@demo.io,2006-01-09,2020-12-27,CL
STU-0000263,Josefa,Castro,josefa.castro2235@lake.local,2006-07-11,2021-08-20,CL
STU-0000264,Trinidad,Pino,trinidad.pino1139@demo.io,1998-01-10,2018-12-17,CL
STU-0000265,Ignacio,Fuentes,ignacio.fuentes7525@example.com,1998-11-13,2021-08-02,ES
STU-0000266,Camila,Vargas,camila.vargas5082@mail.test,2003-08-29,2022-09-10,CL
STU-0000267,Cristobal,Salazar,cristobal.salazar2870@example.com,1999-09-04,2021-03-12,US
STU-0000268,Catalina,Alvarez,catalina.alvarez97@demo.io,2000-04-15,2019-06-10,MX
STU-0000269,Nicolas,Toro,nicolas.toro8338@synthetic.dev,1999-06-15,2020-08-31,CL
STU-0000270,Trinidad,Carrasco,trinidad.carrasco993@demo.io,2007-05-10,2020-02-08,CL
STU-0000271,Javier,Valenzuela,javier.valenzuela2252@demo.io,1997-05-26,2019-05-21,AR
STU-0000272,Juan,Castillo,juan.castillo445@demo.io,2005-06-09,2025-03-24,US
STU-0000273,Maria,Perez,maria.perez2999@mail.test,2006-07-12,2019-10-05,MX
STU-0000274,Camila,Cortes,camila.cortes8104@demo.io,1995-03-02,2021-04-10,CL
STU-0000275,Camila,Bravo,camila.bravo4825@mail.test,2001-11-27,2020-03-12,MX
STU-0000276,Vicente,Munoz,vicente.munoz1838@demo.io,2002-11-21,2023-06-10,PE
STU-0000277,Camila,Alvarez,camila.alvarez7408@mail.test,1996-06-27,2019-08-05,CL
STU-0000278,Matias,Araya,matias.araya6972@example.com,2002-10-12,2020-05-23,CL
STU-0000279,Renata,Castro,renata.castro7733@lake.local,1996-08-04,2019-06-19,PE
STU-0000280,Pablo,Carvajal,pablo.carvajal9728@example.com,1998-12-20,2025-02-11,CL
STU-0000281,Rodrigo,Morales,rodrigo.morales7874@mail.test,2005-09-10,2020-02-18,BR
