customer_id,external_ref,first_name,last_name,email,country,created_at,segment
CUS-0000105,STU-0000105,Valentina,Aravena,valentina.aravena484@demo.io,US,2025-03-05 14:57:03,retail
CUS-0000106,STU-0000106,Paula,Flores,paula.flores3741@synthetic.dev,CO,2019-01-12 03:48:04,retail
CUS-0000107,STU-0000107,Javier,Valenzuela,javier.valenzuela1802@demo.io,CL,2021-10-17 20:51:10,retail
CUS-0000108,STU-0000108,Maximiliano,Bravo,maximiliano.bravo8754@lake.local,CL,2021-11-11 05:34:18,retail
CUS-0000109,STU-0000109,Magdalena,Saavedra,magdalena.saavedra8599@synthetic.dev,US,2018-09-19 04:24:35,enterprise
CUS-0000110,STU-0000110,Florencia,Lopez,florencia.lopez7858@example.com,AR,2018-04-18 20:06:18,retail
CUS-0000111,STU-0000111,Diego,Reyes,diego.reyes1065@synthetic.dev,AR,2020-07-31 22:24:28,retail
CUS-0000112,STU-0000112,Constanza,Cortes,constanza.cortes1929@demo.io,PE,2025-07-02 01:02:37,smb
CUS-0000113,STU-0000113,Carmen,Fuentes,carmen.fuentes5508@lake.local,CO,2025-06-26 12:21:17,retail
CUS-0000114,STU-0000114,Vicente,Contreras,vicente.contreras8317@synthetic.dev,CL,2023-09-03 10:11:40,retail
CUS-0000115,STU-0000115,Jose,Silva,jose.silva8858@lake.local,PE,2019-10-29 13:38:37,retail
CUS-0000116,STU-0000116,Martina,Sepulveda,martina.sepulveda5521@demo.io,CL,2025-05-28 11:14:48,enterprise
CUS-0000117,STU-0000117,Ana,Romero,ana.romero4626@synthetic.dev,CL,2025-12-09 07:21:54,retail
CUS-0000118,STU-0000118,Martina,Sandoval,martina.sandoval6688@demo.io,CL,2019-04-17 10:15:05,retail
CUS-0000119,STU-0000119,Carmen,Cortes,carmen.cortes3797@mail.test,CL,2018-06-03 02:07:26,retail
CUS-0000120,STU-0000120,Macarena,Bravo,macarena.bravo681@synthetic.dev,BR,2023-02-01 14:14:24,smb
CUS-0000121,STU-0000121,Antonia,Carrasco,antonia.carrasco2338@demo.io,ES,2024-07-05 21:11:45,enterprise
CUS-0000122,STU-0000122,Javier,Castillo,javier.castillo5328@mail.test,CO,2020-10-13 11:12:57,enterprise
CUS-0000123,STU-0000123,Javier,Espinoza,javier.espinoza7597@example.com,ES,2020-09-16 23:14:00,enterprise
CUS-0000124,STU-0000124,Valentina,Martinez,valentina.martinez4388@synthetic.dev,CL,2023-01-14 07:06:56,retail
CUS-0000125,STU-0000125,Tomas,Alvarez,tomas.alvarez654@demo.io,CL,2019-01-21 00:55:01,retail
CUS-0000126,STU-0000126,Agustina,Rivera,agustina.rivera7877@example.com,CL,2018-01-29 11:02:38,retail
CUS-0000127,STU-0000127,Isabel,Arancibia,isabel.arancibia3667@example.com,PE,2022-11-12 12:44:29,smb
CUS-0000128,STU-0000128,Juan,Sepulveda,juan.sepulveda2561@lake.local,ES,2021-11-13 20:29:17,retail
CUS-0000129,STU-0000129,Maria,Perez,maria.perez8243@lake.local,CL,2020-09-01 07:06:26,retail
CUS-0000130,STU-0000130,Carmen,Hernandez,carmen.hernandez3237@example.com,BR,2021-06-10 15:53:30,retail
CUS-0000131,STU-0000131,Jose,Cortes,jose.cortes5087@lake.local,CO,2024-02-20 21:10:18,smb
CUS-0000132,STU-0000132,Eduardo,Valenzuela,eduardo.valenzuela8538@example.com,AR,2020-09-16 14:41:50,retail
CUS-0000133,STU-0000133,Macarena,Aravena,macarena.aravena3849@example.com,ES,2023-07-17 08:08:25,retail
CUS-0000134,STU-0000134,Nicolas,Romero,nicolas.romero5852@example.com,ES,2025-04-24 22:24:02,retail
CUS-0000135,STU-0000135,Ignacio,Sandoval,ignacio.sandoval9086@lake.local,AR,2022-03-09 11:58:02,retail
CUS-0000136,STU-0000136,Florencia,Espinoza,florencia.espinoza1985@example.com,US,2020-11-09 15:10:39,retail
CUS-0000137,STU-0000137,Pablo,Valenzuela,pablo.valenzuela7178@example.com,CL,2020-12-10 04:59:46,retail
CUS-0000138,STU-0000138,Alejandro,Cordero,alejandro.cordero2933@synthetic.dev,CL,2023-01-28 23:22:09,smb
CUS-0000139,STU-0000139,Cristobal,Castro,cristobal.castro9861@synthetic.dev,CL,2022-06-06 13:48:35,retail
CUS-0000140,STU-0000140,Matias,Alvarez,matias.alvarez4686@demo.io,CO,2024-08-02 08:24:38,retail
CUS-0000141,STU-0000141,Tomas,Cortes,tomas.cortes1910@example.com,AR,2025-11-01 18:05:07,retail
CUS-0000142,STU-0000142,Macarena,Fuentes,macarena.fuentes4794@mail.test,PE,2019-03-19 14:55:18,smb
CUS-0000143,STU-0000143,Daniela,Castillo,daniela.castillo4922@mail.test,CL,2020-07-27 05:33:18,retail
CUS-0000144,STU-0000144,Nicolas,Tapia,nicolas.tapia5554@synthetic.dev,CL,2021-05-04 03:08:53,smb
CUS-0000145,STU-0000145,Eduardo,Silva,eduardo.silva9671@lake.local,CL,2024-09-04 02:10:23,smb
CUS-0000146,STU-0000146,Emilia,Soto,emilia.soto5657@example.com,MX,2023-11-24 16:43:45,smb
CUS-0000147,STU-0000147,Emilia,Valenzuela,emilia.valenzuela2559@example.com,AR,2023-07-10 23:51:08,retail
CUS-0000148,STU-0000148,Diego,Vera,diego.vera7143@example.com,AR,2024-03-29 14:04:47,retail
CUS-0000149,STU-0000149,Emilia,Gomez,emilia.gomez4033@synthetic.dev,CL,2018-06-19 23:27:18,retail
CUS-0000150,STU-0000150,Martina,Lopez,martina.lopez2948@example.com,MX,2025-08-31 22:31:02,enterprise
CUS-0000151,STU-0000151,Sebastian,Pereira,sebastian.pereira2900@lake.local,PE,2021-03-30 21:08:19,retail
CUS-0000152,STU-0000152,Juan,Vasquez,juan.vasquez93@mail.test,BR,2018-12-28 10:14:32,retail
CUS-0000153,STU-0000153,Juan,Martinez,juan.martinez8974@example.com,CO,2022-08-16 00:12:11,smb
CUS-0000154,STU-0000154,Magdalena,Lopez,magdalena.lopez8438@synthetic.dev,ES,2024-09-04 03:37:29,retail
CUS-0000155,STU-0000155,Cristobal,Pino,cristobal.pino2661@lake.local,CL,2020-07-03 12:37:02,retail
CUS-0000156,STU-0000156,Carmen,Vera,carmen.vera1579@example.com,CL,2019-06-28 04:19:21,smb
CUS-0000157,STU-0000157,Vicente,Gomez,vicente.gomez1637@demo.io,CL,2020-10-21 23:13:26,retail
CUS-0000158,STU-0000158,Eduardo,Rivera,eduardo.rivera4689@example.com,CL,2019-03-09 20:33:42,retail
CUS-0000159,STU-0000159,Tomas,Vargas,tomas.vargas3500@lake.local,BR,2018-09-09 17:01:29,retail
CUS-0000160,STU-0000160,Vicente,Saavedra,vicente.saavedra2804@demo.io,MX,2025-03-27 09:24:28,smb
CUS-0000161,STU-0000161,Florencia,Henriquez,florencia.henriquez975@synthetic.dev,AR,2022-07-02 07:43:45,retail
CUS-0000162,STU-0000162,Cristobal,Torres,cristobal.torres975@mail.test,CL,2023-01-31 01:48:13,retail
CUS-0000163,STU-0000163,Trinidad,Gonzalez,trinidad.gonzalez9329@synthetic.dev,CL,2020-02-05 05:29:43,retail
CUS-0000164,STU-0000164,Catalina,Reyes,catalina.reyes2005@demo.io,BR,2018-08-07 09:09:25,retail
CUS-0000165,STU-0000165,Andres,Vega,andres.vega1186@mail.test,CL,2020-08-30 10:55:26,retail
CUS-0000166,STU-0000166,Amanda,Gutierrez,amanda.gutierrez1861@demo.io,CL,2018-11-21 11:04:50,retail
CUS-0000167,STU-0000167,Tomas,Soto,tomas.soto5647@example.com,US,2023-07-15 10:09:18,retail
CUS-0000168,STU-0000168,Josefa,Cortes,josefa.cortes8888@example.com,US,2022-12-30 17:45:39,smb
CUS-0000169,STU-0000169,Felipe,Arancibia,felipe.arancibia153@synthetic.dev,CL,2021-02-13 04:31:47,retail
CUS-0000170,STU-0000170,Magdalena,Hernandez,magdalena.hernandez3067@synthetic.dev,BR,2019-01-01 06:41:07,retail
CUS-0000171,STU-0000171,Sofia,Hernandez,sofia.hernandez110@example.com,PE,2024-03-05 21:01:56,retail
CUS-0000172,STU-0000172,Manuel,Silva,manuel.silva5181@example.com,CL,2024-07-15 18:32:51,enterprise
CUS-0000173,STU-0000173,Antonia,Vera,antonia.vera807@demo.io,MX,2024-10-09 10:08:45,retail
CUS-0000174,STU-0000174,Romina,Rodriguez,romina.rodriguez7775@synthetic.dev,MX,2020-11-09 09:39:52,retail
CUS-0000175,STU-0000175,Emilia,Fuentes,emilia.fuentes9555@synthetic.dev,MX,2022-04-03 21:43:58,retail
CUS-0000176,STU-0000176,Emilia,Toro,emilia.toro4112@lake.local,CL,2019-03-24 01:51:09,smb
CUS-0000177,STU-0000177,Josefa,Salazar,josefa.salazar5711@lake.local,AR,2022-07-10 16:31:22,retail
CUS-0000178,STU-0000178,Manuel,Fuentes,manuel.fuentes2522@mail.test,MX,2019-01-18 18:14:09,retail
CUS-0000179,STU-0000179,Eduardo,Cordero,eduardo.cordero9339@mail.test,CL,2020-09-13 00:23:54,enterprise
CUS-0000180,STU-0000180,Ignacio,Saavedra,ignacio.saavedra1839@mail.test,CL,2020-06-14 08:01:15,smb
CUS-0000181,STU-0000181,Fernanda,Pereira,fernanda.pereira9885@lake.local,CO,2024-09-03 18:19:28,smb
CUS-0000182,STU-0000182,Renata,Cortes,renata.cortes1734@demo.io,US,2024-11-16 04:45:37,retail
CUS-0000183,STU-0000183,Lucia,Aravena,lucia.aravena4802@mail.test,CL,2018-08-27 12:10:26,smb
CUS-0000184,STU-0000184,Martina,Rodriguez,martina.rodriguez2479@demo.io,CL,2018-03-17 04:19:50,retail
CUS-0000185,STU-0000185,Tomas,Vargas,tomas.vargas9366@lake.local,AR,2023-02-16 13:01:42,retail
CUS-0000186,STU-0000186,Daniel,Sandoval,daniel.sandoval5744@mail.test,PE,2019-12-11 21:14:00,retail
CUS-0000187,STU-0000187,Nicolas,Gomez,nicolas.gomez6601@mail.test,CL,2019-05-16 06:20:24,smb
CUS-0000188,STU-0000188,Daniel,Pino,daniel.pino8505@lake.local,CL,2024-12-08 20:52:54,retail
CUS-0000189,STU-0000189,Tomas,Castro,tomas.castro7559@mail.test,PE,2023-08-30 17:26:20,smb
CUS-0000190,STU-0000190,Isabel,Fuentes,isabel.fuentes1376@synthetic.dev,PE,2020-05-04 03:08:58,smb
CUS-0000191,STU-0000191,Maximiliano,Vera,maximiliano.vera7367@synthetic.dev,CL,2021-03-02 03:18:55,retail
CUS-0000192,STU-0000192,Luis,Pereira,luis.pereira8817@lake.local,BR,2018-10-05 23:45:25,enterprise
CUS-0000193,STU-0000193,Constanza,Torres,constanza.torres3232@demo.io,PE,2024-06-25 07:40:53,retail
CUS-0000194,STU-0000194,Ana,Gutierrez,ana.gutierrez9130@mail.test,CL,2019-07-13 07:53:53,retail
CUS-0000195,STU-0000195,Florencia,Tapia,florencia.tapia4722@mail.test,CL,2019-02-17 10:04:57,enterprise
CUS-0000196,STU-0000196,Fernanda,Rojas,fernanda.rojas7037@synthetic.dev,BR,2018-12-04 11:41:46,smb
CUS-0000197,STU-0000197,Magdalena,Rivera,magdalena.rivera4997@lake.local,US,2022-02-10 05:10:56,retail
CUS-0000198,STU-0000198,Felipe,Torres,felipe.torres6483@demo.io,CL,2024-04-19 09:20:40,retail
CUS-0000199,STU-0000199,Emilia,Pizarro,emilia.pizarro8041@mail.test,US,2024-08-03 17:57:32,retail
CUS-0000200,STU-0000200,Andres,Hernandez,andres.hernandez1074@example.com,CL,2019-02-02 06:56:11,retail
CUS-0000201,STU-0000201,Camila,Reyes,camila.reyes8896@demo.io,CL,2021-06-18 15:20:11,retail
CUS-0000202,STU-0000202,Josefa,Torres,josefa.torres9080@demo.io,ES,2019-09-20 15:05:37,smb
CUS-0000203,STU-0000203,Maximiliano,Sepulveda,maximiliano.sepulveda8377@demo.io,CL,2024-11-01 07:44:57,retail
CUS-0000204,STU-0000204,Magdalena,Perez,magdalena.perez5432@demo.io,CL,2018-11-06 23:18:15,retail
CUS-0000205,STU-0000205,Javier,Rodriguez,javier.rodriguez3823@synthetic.dev,PE,2021-04-15 15:54:09,retail
CUS-0000206,STU-0000206,Isabel,Sepulveda,isabel.sepulveda3152@demo.io,BR,2021-04-02 07:20:21,retail
CUS-0000207,STU-0000207,Luis,Saavedra,luis.saavedra9952@mail.test,AR,2022-06-12 07:03:24,smb
CUS-0000208,STU-0000208,Ana,Martinez,ana.martinez702@example.com,CL,2022-01-02 10:40:47,retail
CUS-0000209,STU-0000209,Daniel,Tapia,daniel.tapia1537@mail.test,CL,2020-05-15 17:02:03,retail
CUS-0000210,STU-0000210,Daniela,Torres,daniela.torres6582@mail.test,CL,2020-08-07 06:56:31,smb
CUS-0000211,STU-0000211,Tomas,Carvajal,tomas.carvajal9293@lake.local,PE,2023-10-11 03:10:24,smb
CUS-0000212,STU-0000212,Matias,Fuentes,matias.fuentes1131@mail.test,CL,2020-10-21 10:43:00,enterprise
CUS-0000213,STU-0000213,Antonia,Carvajal,antonia.carvajal3038@mail.test,US,2023-11-02 21:36:07,smb
CUS-0000214,STU-0000214,Gabriel,Valenzuela,gabriel.valenzuela8057@synthetic.dev,CL,2025-02-02 12:03:20,retail
CUS-0000215,STU-0000215,Maximiliano,Perez,maximiliano.perez9671@mail.test,AR,2023-08-23 13:24:04,retail
CUS-0000216,STU-0000216,Catalina,Toro,catalina.toro5331@demo.io,US,2019-04-13 06:27:23,retail
CUS-0000217,STU-0000217,Ignacio,Castro,ignacio.castro2777@mail.test,BR,2023-06-27 19:45:07,retail
CUS-0000218,STU-0000218,Amanda,Pereira,amanda.pereira917@example.com,BR,2019-02-21 03:23:30,retail
CUS-0000219,STU-0000219,Valentina,Hernandez,valentina.hernandez7169@demo.io,US,2022-09-06 15:38:01,retail
CUS-0000220,STU-0000220,Fernanda,Fuentes,fernanda.fuentes3097@demo.io,AR,2019-04-28 20:28:56,retail
CUS-0000221,STU-0000221,Ana,Diaz,ana.diaz8193@example.com,ES,2024-01-30 07:54:08,smb
CUS-0000222,STU-0000222,Florencia,Salazar,florencia.salazar9212@example.com,ES,2023-03-25 06:38:29,retail
CUS-0000223,STU-0000223,Maximiliano,Cordero,maximiliano.cordero910@demo.io,CL,2025-03-15 04:27:39,smb
CUS-0000224,STU-0000224,Antonia,Gomez,antonia.gomez8407@mail.test,CL,2024-01-03 02:07:47,retail
CUS-0000225,STU-0000225,Constanza,Gonzalez,constanza.gonzalez9168@lake.local,AR,2024-01-18 10:42:36,retail
CUS-0000226,STU-0000226,Rodrigo,Munoz,rodrigo.munoz3533@example.com,CO,2023-02-24 00:44:55,smb
CUS-0000227,STU-0000227,Daniel,Sepulveda,daniel.sepulveda9599@lake.local,CL,2020-06-14 16:49:42,retail
CUS-0000228,STU-0000228,Sofia,Toro,sofia.toro643@example.com,BR,2024-06-13 12:25:45,smb
CUS-0000229,STU-0000229,Jose,Aravena,jose.aravena8229@example.com,CL,2025-04-30 04:28:40,retail
CUS-0000230,STU-0000230,Maria,Rojas,maria.rojas5624@mail.test,MX,2022-01-31 07:59:48,retail
CUS-0000231,STU-0000231,Amanda,Toro,amanda.toro5296@example.com,MX,2025-04-11 03:08:04,enterprise
CUS-0000232,STU-0000232,Matias,Bravo,matias.bravo1615@lake.local,CL,2022-07-30 14:06:50,retail
